TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-3022-2025","2025-01-24 08:24:14","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1000324","43","43","Studio","B2-27","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","2","1","","THE BRIDGE"
"11-3023-2025","2025-01-24 10:10:06","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Building","Villa","5700000","452.55","452.55","5 B/R","","Dubai Internet City","Mall of the Emirates","Motor City","2","1","","GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA"
"11-3024-2025","2025-01-24 08:34:47","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1200000","96.96","96.96","2 B/R","GZ3F17","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","1","1","","MIDTOWN - DANIA"
"11-3025-2025","2025-01-24 11:49:07","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1740000","75.72","75.72","1 B/R","P3-29","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","2","",""
"11-3026-2025","2025-01-24 08:59:02","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","5650000","300","300","4 B/R","","","","","1","1","","Arabian Ranches lll - June 2"
"11-3027-2025","2025-01-24 09:46:02","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Shop","937200","99","99","NA","","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-3029-2025","2025-01-24 09:07:39","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Shop","660000","59","59","NA","","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-303-2025","2025-01-06 08:29:19","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","515000","36.29","36.29","Studio","P2-118","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","1","1","","Azizi Star Hotel Apartments"
"11-3030-2025","2025-01-24 08:52:35","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","400000","77.43","77.43","1 B/R","G-99","","","IMG World Adventures","1","1","","QPOINT LIWAN-PLOT R005"
"11-3031-2025","2025-01-24 09:34:12","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3000000","184.02","184.02","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Emirates Living - Springs 15"
"11-3032-2025","2025-01-24 09:38:21","Sales","Sale","Ready","Free Hold","Residential","DUBAI HEALTHCARE CITY - PHASE 2","Unit","Flat","770000","41.75","41.75","Studio","LB-11","Healthcare City Metro Station","Dubai Mall","Downtown Dubai","1","1","","O10"
"11-3033-2025","2025-01-24 09:16:00","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","560000","64.2","64.2","1 B/R","B1-82","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","2","","ROYALE RESIDENCE2"
"11-3034-2025","2025-01-24 09:31:10","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Office","600000","103.47","103.47","Office","B1-171, B1-172","Dubai Internet City","Mall of the Emirates","Motor City","1","1","","DETROIT HOUSE"
"11-3035-2025","2025-01-24 09:55:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2600000","110.44","110.44","2 B/R","B2-172","Creek Metro Station","Dubai Mall","Dubai International Airport","2","1","","The Grand "
"11-3036-2025","2025-01-24 09:24:20","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","6400000","392.87","392.87","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","2","1","","Emirates Living - Springs 5"
"11-3037-2025","2025-01-24 09:59:28","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","5750000","181.49","181.49","3 B/R","B-003,B-004","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","2","","MULBERRY at PARK HEIGHTS"
"11-3039-2025","2025-01-24 09:28:40","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","875000","64.06","64.06","1 B/R","P4-139","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","Binghatti Corner"
"11-304-2025","2025-01-04 14:28:58","Sales","Sale","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","635000","70.45","70.45","1 B/R","G-98","","","Motor City","1","2","","REMRAAM"
"11-3040-2025","2025-01-24 09:47:27","Sales","Sale","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","7900000","570","570","","","","","","1","1","","Murooj Al Furjan 1"
"11-3041-2025","2025-01-24 09:44:07","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3650000","100.17","100.17","2 B/R","P3-104","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","2","","Burj Royale"
"11-3042-2025","2025-01-24 09:45:11","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","950000","40.84","40.84","Office","B2-220","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","2","","TAMANI ARTS OFFICES"
"11-3043-2025","2025-01-24 09:16:31","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","2500000","176.85","176.85","3 B/R","B511/531","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","2","",""
"11-3044-2025","2025-01-24 10:14:12","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","760411","65.78","65.78","1 B/R","85  B2","Dubai Marina","Marina Mall","Burj Al Arab","1","1","",""
"11-3045-2025","2025-01-24 09:58:05","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","2270000","153.97","153.97","2 B/R","DMCC-3199","Damac Properties","Marina Mall","Burj Al Arab","1","1","",""
"11-3046-2025","2025-01-24 11:18:59","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1550000","95.94","95.94","2 B/R","P2-70","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","2","","Binghatti Emerald"
"11-3047-2025","2025-01-24 09:34:37","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","4980000","314.85","314.85","4 B/R","KG - 44 & 45","Business Bay Metro Station","Dubai Mall","Burj Khalifa","2","2","",""
"11-3048-2025","2025-01-24 10:05:20","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","2650000","119.8","119.8","1 B/R","Building 8-B3-19","Palm Jumeirah","Marina Mall","Burj Al Arab","1","2","","GOLDEN MILE"
"11-3049-2025","2025-01-24 10:23:39","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","670000","97.17","97.17","1 B/R","B1-44  B1 - 44","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","HUB CANAL 2 TOWER"
"11-305-2025","2025-01-06 07:57:07","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1600000","73.02","73.02","1 B/R","DMCC-2016","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","2","","MBL RESIDENCE"
"11-3050-2025","2025-01-24 10:03:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1700000","123.47","123.47","2 B/R","B3-63","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","2","1","",""
"11-3051-2025","2025-01-24 09:32:45","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LIVING","Unit","Flat","2230000","71.72","71.72","1 B/R","B-221","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","2","","Asayel at Madinat Jumeirah Living"
"11-3052-2025","2025-01-24 11:29:18","Sales","Sale","Ready","Non Free Hold","Commercial","Al Waheda","Land","Commercial","1050000","235.05","235.05","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-3053-2025","2025-01-24 10:27:51","Sales","Sale","Ready","Free Hold","Residential","DUBAI WATER CANAL","Unit","Flat","8000000","138.43","138.43","3 B/R","B-001","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","","Private Residences Dubai "
"11-3054-2025","2025-01-24 09:53:38","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","4900000","434.36","434.36","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Emirates Living - Springs 12"
"11-3054-2025","2025-01-24 09:53:38","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","4900000","434.36","434.36","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Emirates Living - Springs 12"
"11-3055-2025","2025-01-24 11:36:02","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Land","Residential","5700000","324","324","","","","","Motor City","1","1","","DAMAC HILLS - ROCHESTER "
"11-3056-2025","2025-01-24 09:42:18","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1280000","96.96","96.96","2 B/R","GZ2I52","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","1","2","","MIDTOWN - DANIA"
"11-3057-2025","2025-01-24 10:38:35","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","855000","99.49","99.49","2 B/R","B2-85","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","GLOBAL GOLF RESIDENCE 2"
"11-3058-2025","2025-01-24 10:07:27","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1450000","61.06","61.06","1 B/R","B2-2592","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","","PARK RIDGE"
"11-3059-2025","2025-01-24 09:48:41","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","920000","97.73","97.73","1 B/R","365","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","",""
"11-306-2025","2025-01-06 11:24:06","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","1225000","146.37","146.37","2 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","2","1","",""
"11-3060-2025","2025-01-24 10:21:30","Sales","Sale","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","1850000","133.63","133.63","2 B/R","B3-538","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","1","1","","DUBAI WHARF"
"11-3061-2025","2025-01-24 10:02:54","Sales","Sale","Ready","Free Hold","Residential","DUBAI INDUSTRIAL CITY","Unit","Flat","795000","74.71","74.71","2 B/R","G-71","","","Dubai Parks and Resorts","1","1","",""
"11-3063-2025","2025-01-24 10:41:56","Sales","Sale","Ready","Free Hold","Residential","AL WAHA","Land","Residential","4360000","501.89","501.89","","","","","Dubai Cycling Course","2","1","",""
"11-3064-2025","2025-01-24 10:18:08","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","970000","64.05","64.05","1 B/R","P2-45","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Binghatti Onyx"
"11-3065-2025","2025-01-24 11:39:13","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","600000","79","79","1 B/R","G-56","","","IMG World Adventures","1","1","",""
"11-3066-2025","2025-01-24 10:19:17","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","3100000","175.98","175.98","3 B/R","B639-40","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","1","1","",""
"11-3067-2025","2025-01-24 10:11:54","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1100000","63.8","63.8","1 B/R","P4-08","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","THE IVY"
"11-3068-2025","2025-01-24 09:52:45","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2050000","132.57","132.57","2 B/R","MM - 122","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-3069-2025","2025-01-24 10:06:38","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","940000","70.45","70.45","1 B/R","P2-17","","","IMG World Adventures","1","1","",""
"11-307-2025","2025-01-06 09:01:13","Sales","Sale","Ready","Free Hold","Commercial","INTERNATIONAL CITY PH 1","Land","Commercial","1793000","154","154","","","Rashidiya Metro Station","City Centre Mirdif","","1","1","","WARSAN VILLAGE A"
"11-3070-2025","2025-01-24 10:48:20","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","930000","78.07","78.07","1 B/R","DMCC-2197","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-3071-2025","2025-01-24 10:02:48","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","920000","40.84","40.84","Office","B3-24","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","TAMANI ARTS OFFICES"
"11-3072-2025","2025-01-24 11:05:04","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","625000","64.29","64.29","1 B/R","B2-23","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","GLOBAL GOLF RESIDENCE 2"
"11-3073-2025","2025-01-24 10:09:07","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","6000000","111.61","111.61","2 B/R","GR B4-130","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","Grande"
"11-3074-2025","2025-01-24 11:39:00","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","965550","66.33","66.33","Studio","B600","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","1","",""
"11-3075-2025","2025-01-24 10:34:07","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","600000","77.17","77.17","1 B/R","P2-252","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","ELITE 5 SPORTS RESIDENCE"
"11-3076-2025","2025-01-24 10:44:43","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","520000","76.7","76.7","1 B/R","G-135","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","ELITE 5 SPORTS RESIDENCE"
"11-3077-2025","2025-01-24 10:32:22","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1650000","182.09","182.09","","","","","","2","1","","DAMAC HILLS (2) - ASTER "
"11-3078-2025","2025-01-24 10:17:28","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1050000","40.2","40.2","Studio","B2-126","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","MAG 318"
"11-3079-2025","2025-01-24 10:41:28","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","670000","29.29","29.29","Studio","B2-46","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 48"
"11-308-2025","2025-01-06 07:51:41","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","4000000","157.87","157.87","2 B/R","B2-19","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","THE ADDRESS RESIDENCE - SKY VIEW"
"11-3080-2025","2025-01-24 10:16:15","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Land","Residential","11200000","514.84","514.84","","","","","Motor City","1","1","","DAMAC HILLS-VENETO"
"11-3081-2025","2025-01-24 10:32:42","Sales","Sale","Ready","Free Hold","Commercial","JUMEIRAH ISLANDS","Land","Commercial","22500000","1020.13","1020.13","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-3082-2025","2025-01-24 10:56:26","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","9500000","640.01","640.01","","","","","Global Village","2","2","",""
"11-3084-2025","2025-01-24 10:41:49","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1450000","92.02","92.02","1 B/R","DMCC-2058","Damac Properties","Marina Mall","Burj Al Arab","1","2","",""
"11-3086-2025","2025-01-24 10:21:02","Sales","Sale","Ready","Free Hold","Residential","RUKAN","Building","Villa","985000","55.29","55.29","1 B/R","","","","","2","1","","Rukan 3"
"11-3087-2025","2025-01-24 10:28:21","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","885000","57.29","57.29","1 B/R","G-B006","","","Motor City","1","2","","DAMAC HILLS - CARSON "
"11-3088-2025","2025-01-24 11:48:44","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1250000","104.13","104.13","2 B/R","P-35","","","Dubai Cycling Course","1","1","","HAYAT BOULEVARD"
"11-3089-2025","2025-01-24 10:41:21","Sales","Sale","Ready","Free Hold","Residential","JABEL ALI HILLS","Land","","4822789","1066.79","1066.79","","","","","Dubai Parks and Resorts","1","1","",""
"11-309-2025","2025-01-06 10:34:46","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Hotel Apartment","412742","42.68","42.68","Studio","B-36","","","Expo 2020 Site","2","1","","TENORA"
"11-3090-2025","2025-01-24 10:46:18","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1400000","100.71","100.71","2 B/R","22  B1","Dubai Marina","Marina Mall","Burj Al Arab","1","1","",""
"11-3091-2025","2025-01-24 10:21:09","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2075000","108.73","108.73","1 B/R","B3-55","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","SLS DUBAI"
"11-3092-2025","2025-01-24 11:33:02","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","2300000","174.8","174.8","","","","","","1","2","","DAMAC HILLS (2) - CLARET"
"11-3093-2025","2025-01-24 11:19:20","Sales","Sale","Ready","Free Hold","Residential","BLUEWATERS","Unit","Flat","5500000","195.95","195.95","3 B/R","B579, B581","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","1","2","","Bluewaters Residences "
"11-3094-2025","2025-01-24 11:07:14","Sales","Sale","Ready","Free Hold","Residential","AL KHAIL HEIGHTS","Unit","Flat","590000","69.64","69.64","Studio","G-1670","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","1","","AL KHAIL HEIGHTS"
"11-3095-2025","2025-01-24 12:02:56","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 1","Land","Residential","7850000","279.91","279.91","","","","","","1","1","","Mohammed Bin Rashid Al Maktoum City , District One Phase III  , A Villas"
"11-3096-2025","2025-01-24 10:42:11","Sales","Sale","Ready","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","885000","70.94","70.94","1 B/R","B2-10","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","2","1","","MONTROSE"
"11-3097-2025","2025-01-24 11:14:21","Sales","Sale","Ready","Non Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","822888","92.55","92.55","2 B/R","B1-7","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","1","1","",""
"11-3098-2025","2025-01-24 11:56:32","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 7","Unit","Flat","1125000","74.8","74.8","1 B/R","G-92","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","1","","MAG EYE Phase 1"
"11-3099-2025","2025-01-24 10:46:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","975000","170.76","170.76","2 B/R","B/A-166","","","IMG World Adventures","1","1","","SKY COURTS"
"11-31-2025","2025-01-02 10:20:49","Sales","Sale","Ready","Free Hold","Residential","THE FIELD","Building","Villa","3950000","187.23","187.23","4 B/R","","","","IMG World Adventures","1","1","","THE FIELDS AT D11 - MBRMC"
"11-310-2025","2025-01-04 17:07:21","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","1010913.9","95.59","95.59","NA","P3-040, P3-041","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-3101-2025","2025-01-24 10:27:42","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1550000","91.22","91.22","1 B/R","DMCC-1111","Damac Properties","Marina Mall","Burj Al Arab","1","1","",""
"11-3102-2025","2025-01-24 12:11:31","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1997107","115.7","115.7","3 B/R","B2-16","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","1","1","","MARINA WHARF II"
"11-3103-2025","2025-01-24 10:35:31","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1250000","74.17","148.34","2 B/R","UB-73","Mina Seyahi","Marina Mall","Burj Al Arab","1","1","","MARINA ARCADE"
"11-3104-2025","2025-01-24 10:43:49","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","550000","67.01","67.01","1 B/R","1ST-65","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","CENTRIUM TOWER"
"11-3105-2025","2025-01-24 11:03:14","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","500000","53.96","53.96","Studio","WB1-184","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","LINCOLN PARK"
"11-3106-2025","2025-01-24 11:35:29","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","820000","79.6","79.6","1 B/R","P2-19","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-3107-2025","2025-01-24 10:29:29","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","5100000","374.31","374.31","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","2","","Emirates Living - Springs 1"
"11-3108-2025","2025-01-24 10:34:27","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","3100000","167.19","167.19","2 B/R","Building 1-B3-92","Palm Jumeirah","Marina Mall","Burj Al Arab","2","1","","GOLDEN MILE"
"11-3109-2025","2025-01-24 11:07:35","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","910000","120.84","120.84","2 B/R","G-32","","","IMG World Adventures","2","1","",""
"11-3111-2025","2025-01-24 11:50:23","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1080000","87.29","87.29","2 B/R","P1-58","","","","1","2","","Binghatti Rose"
"11-3112-2025","2025-01-24 11:13:51","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","4900000","255","255","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","2","2","","Emirates Living - Springs 5"
"11-3114-2025","2025-01-24 11:37:32","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","6500000","145.21","145.21","3 B/R","B4-4039, B4-4040","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","THE ADDRESS DUBAI OPERA"
"11-3115-2025","2025-01-24 11:10:46","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1191000","45.61","45.61","1 B/R","G-9","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Sobha Creek vistas Reserve"
"11-3116-2025","2025-01-24 11:36:26","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1600000","78.04","78.04","1 B/R","","Nakheel Metro Station","Marina Mall","Burj Al Arab","1","2","",""
"11-3117-2025","2025-01-24 11:31:20","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","965000","80.29","80.29","1 B/R","P3-50","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-3118-2025","2025-01-24 11:16:08","Sales","Sale","Ready","Free Hold","Residential","DOWN TOWN JABAL ALI","Unit","Flat","470000","33.37","33.37","Studio","B-56","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","","Azizi Aura Residences"
"11-3119-2025","2025-01-24 11:27:20","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","965000","80.29","80.29","1 B/R","P1-39","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-3120-2025","2025-01-24 11:12:39","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 1","Unit","Flat","1620000","69.25","69.25","1 B/R","L2-0208","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 16"
"11-3121-2025","2025-01-24 11:04:39","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","3700000","203.46","203.46","3 B/R","HM - 105 & 106","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-3122-2025","2025-01-24 11:20:48","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Flat","670000","49","49","Studio","B2-034","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","MADISON RESIDENCY"
"11-3124-2025","2025-01-24 11:00:59","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","700000","85.41","85.41","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","1","1","",""
"11-3125-2025","2025-01-24 11:24:10","Sales","Sale","Ready","Free Hold","Residential","AL KHAIL HEIGHTS","Unit","Flat","540000","55.58","55.58","Studio","G-1863","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","2","","AL KHAIL HEIGHTS"
"11-3129-2025","2025-01-24 12:08:20","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","850000","95.89","95.89","1 B/R","B-24","","","Dubai Cycling Course","1","1","","TOWN SQUARE JENNA AND WARDA"
"11-313-2025","2025-01-06 09:05:53","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2775000","107.34","107.34","2 B/R","B1-47","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","29 BOULEVARD"
"11-3130-2025","2025-01-24 11:36:12","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3200000","103.24","103.24","2 B/R","B4-4673","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","ACT ONE | ACT TWO"
